,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
4320,4320,6.0,0.7685,"hands, free, wheel, gm, like, tesla, cadillac, need, even, one",another tesla on autopilot was involved in a fatal accident this weekend and we where fully prepared to write something negative then we thought about all of the monumentally idiotic things weve seen humans do while driving and thought that i might be being unfair 
4321,4321,1.0,0.8858,"car, tesla, driver, self, one, like, get, road, drive, cars", i got in a horrifying argument on here literally earlier today where someone pointed out that tesla is using *human* driving information to train autopilot is that true that horrifies me and some people were defending it as a good idea 
4322,4322,2.0,0.8573,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",tesla should not be allowed to use misleading marketing terms like autopilot and full self-driving it inevitably leads to crashes like this happening 
4323,4323,6.0,0.4039,"hands, free, wheel, gm, like, tesla, cadillac, need, even, one", well you could ofcourse implement such an autopilot in a conventional car the first self driving cars prototypes were based on the toyota prius 
4324,4324,2.0,0.6878,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",autopilot will be a vast improvement for a lot of people's driving but i think i'll keep the wheel won't be in the backseat siri won't even play the right podcast i ask for elon musk lacks the human soul to pretend to care about human safety 
4325,4325,2.0,0.4788,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", really where is the data why were so many teslas on autopilot involved in deadly crashes why doesn't tesla prevent the car from driving itself when there is no driver or the driver is not attentive why do you sell this system as capable of driving itself when it is only l2 
4326,4326,1.0,0.8953,"car, tesla, driver, self, one, like, get, road, drive, cars",id you dont know 2 people died cause no one was sitting in the driver seat and it crashed during a turn its never gonna be 100% safe using autopilot but its a lot safer than normal driving regardless 
4327,4327,2.0,0.6612,"self, tesla, full, fsd, people, like, cars, driver, car, tsla"," having an account dedicated to ""self driving cars lie"" shows you have no clue about technology and stats autopilot is already 9x safer than a human "
4328,4328,3.0,0.4379,"drivers, tesla, car, attention, people, self, full, still, without, one",and if it's people deliberately tricking the car manually over all the security measurements they knew they did some very dumb af bullshit highly illegal but ya blame autopilot not the people driving or deliberately not driving 
4329,4329,1.0,0.7301,"car, tesla, driver, self, one, like, get, road, drive, cars",you can't get the car to drive without the break pedals you can't have autopilot on without your belt on on the driver seat if ya don't respond it stops and yet media goes all 'let's blame autopilot let's ban all that' no one driving if it had to be deliberate 
4330,4330,2.0,0.8742,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", pilots are trained for flying a plane similarly normal people are trained for driving a car for now autopilot is a driving assistance feature it doesn't replace a human and is never marketed to do be doing that right now either 
4331,4331,2.0,0.8443,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", the word full self driving doesnt mean full self driving the word autopilot doesnt mean auto pilot 
4332,4332,2.0,0.6495,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", they're not paying attention now 95% of all car accidents are due to human choice/error in 2019 alone there were over 3200 distracted driving deaths there have been 6 deaths total since 2016 involving tesla autopilot the name isn't isn't problem 
4333,4333,2.0,0.5188,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", exactly thats why i think the autopilot claim is nonsense you have to explain away so much for that to be the case not saying its impossible but its far more likely a third person was driving 
4334,4334,1.0,0.5491,"car, tesla, driver, self, one, like, get, road, drive, cars", in my opinion it is wrong of tesla to release their safety statistics that leads most people to think that autopilot is 10x safer than everything else on the road it is comparing a total pool of vehicles all of the time with a modern safe car for a select part of its driving
4335,4335,7.0,0.7591,"like, fsd, tesla, highway, dont, autonomous, really, know, already, im",yall be like i dont trust autopilot cars but you trust humans driving more 
4336,4336,2.0,0.9071,"self, tesla, full, fsd, people, like, cars, driver, car, tsla"," - as usual softball day with joe rogan ""i think autopilot's getting good enough that you won't need to drive most of the time unless you really want to "" no one was driving' in tesla crash that killed two men in spring texas report says "
4337,4337,1.0,0.6358,"car, tesla, driver, self, one, like, get, road, drive, cars", human psychology also does not allow for l2 to work or exist you cannot be eyes on the road engaged and not be driving it is impossible for a person to resume control of the vehicle fast enough to avoid a collision if the autopilot goes haywire or is compromised 
4338,4338,1.0,0.8942,"car, tesla, driver, self, one, like, get, road, drive, cars",maybe if someone was actually behind the wheel and in control of the driving this would not have happened autopilot is for planes with well-trained pilots untrained individuals no matter their age will try to show off their new gadget usually in an unsafe manner 
4339,4339,2.0,0.413,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", tesla autopilot is 4x safer than driving it has been proven it has been tested 
4340,4340,2.0,0.4876,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", the report is comparing driving by everyone all of the time with some people driving with full ap some of the time - remember ap quits when the going gets tough its completely invalid therefore to make a conclusion that autopilot is better than teslas standard safety system 
4341,4341,2.0,0.7574,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", pilots are professionals that go through a great deal of training to be able to use that accurately described feature tesla's autopilot full self driving package well is not 
4342,4342,1.0,0.5808,"car, tesla, driver, self, one, like, get, road, drive, cars", how many of those were cars that had autopilot and shoulda been driving themselves 
4343,4343,2.0,0.7966,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", you have to understand it's an opt in beta for full self driving noone is being forced to beta test anything autopilot which is far more limited basically cruise control on steroids is meant for highway driving and it's close to perfect but still requires you to be attentive 
4344,4344,1.0,0.7327,"car, tesla, driver, self, one, like, get, road, drive, cars",i want to be the first person driving a tesla on the moon once we get dogetothemoon on 4/20 i'm available to test the autopilot there even without a map dogecoinmillionaire dogearmy dogeday420
4345,4345,2.0,0.4478,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", autopilot saved the day it might be illegal to drive a car without autopilot / assisted driving in the future tesla autopilot fsd elonmusk
